Proizvod;Datum;Snapshot URL;Cijena (€);Cijena konvertirana (€)
Banana;2020-09-25;https://web.archive.org/web/20200925221143/https://www.konzum.hr/web/products/banana;9,99 kn;1.33 €
Banana;2021-07-29;https://web.archive.org/web/20210729013007/https://www.konzum.hr/web/products/banana;9,99 kn;1.33 €
Banana;2022-05-18;https://web.archive.org/web/20220518184815/https://www.konzum.hr/web/products/banana;9,99 kn;1.33 €
Banana;2022-09-25;https://web.archive.org/web/20220925230138/https://www.konzum.hr/web/products/banana;9,99 kn;1.33 €
Banana;2023-01-29;https://web.archive.org/web/20230129081410/https://www.konzum.hr/web/products/banana;1,46 €;1.46 €
Banana;2023-09-22;https://web.archive.org/web/20230922035642/https://www.konzum.hr/web/products/banana;1,46 €;1.46 €
Banana;2024-02-29;https://web.archive.org/web/20240229172252/https://www.konzum.hr/web/products/banana;1,44 €;1.44 €
Banana;2024-08-08;https://web.archive.org/web/20240808094818/https://www.konzum.hr/web/products/banana;1,44 €;1.44 €
Banana;2024-12-12;https://web.archive.org/web/20241212063824/https://www.konzum.hr/web/products/banana;1,44 €;1.44 €
